#k-distance eigenvalue[eV]
2.65471071 -5.64380000
2.87315599 -5.44990000
3.09160126 -5.47450000
3.31004654 -5.45520000

0.00000000 -5.42230000
0.03151036 -5.42580000
0.06302072 -5.43530000
0.09453108 -5.43840000
0.12604144 -5.42630000
0.12604144 -5.42630000
0.14423396 -5.42560000
0.16242647 -5.42340000
0.18061899 -5.41910000
0.19881150 -5.41230000
0.19881150 -5.41230000
0.23519653 -5.43110000
0.27158156 -5.43890000
0.30796659 -5.42690000
0.34435162 -5.42230000
0.34435162 -5.42230000
0.56279689 -5.46430000
0.78124217 -5.44190000
0.99968744 -5.57880000
1.21813272 -5.56860000
1.21813272 -5.56860000
1.24964308 -5.57520000
1.28115344 -5.59190000
1.31266380 -5.61410000
1.34417416 -5.63160000
1.34417416 -5.63160000
1.36236667 -5.63170000
1.38055919 -5.63220000
1.39875170 -5.63470000
1.41694422 -5.64110000
1.41694422 -5.64110000
1.45332925 -5.62060000
1.48971427 -5.59710000
1.52609931 -5.57710000
1.56248434 -5.56860000
1.56248434 -5.63160000
1.78092961 -5.61350000
1.99937489 -5.43890000
2.21782016 -5.45220000
2.43626544 -5.42630000
2.43626544 -5.64110000
2.65471071 -5.64380000
2.87315599 -5.44980000
3.09160126 -5.47450000
3.31004654 -5.41230000

0.00000000 -5.41930000
0.03151036 -5.41600000
0.06302072 -5.40670000
0.09453108 -5.39390000
0.12604144 -5.39620000
0.12604144 -5.39620000
0.14423396 -5.39720000
0.16242647 -5.40010000
0.18061899 -5.40520000
0.19881150 -5.41230000
0.19881150 -5.41230000
0.23519653 -5.39180000
0.27158156 -5.40270000
0.30796659 -5.41490000
0.34435162 -5.41930000
0.34435162 -5.41930000
0.56279689 -5.46420000
0.78124217 -5.44180000
0.99968744 -5.49040000
1.21813272 -5.56510000
1.21813272 -5.56510000
1.24964308 -5.57080000
1.28115344 -5.57600000
1.31266380 -5.58100000
1.34417416 -5.58310000
1.34417416 -5.58310000
1.36236667 -5.58440000
1.38055919 -5.58770000
1.39875170 -5.59110000
1.41694422 -5.59260000
1.41694422 -5.59260000
1.45332925 -5.58790000
1.48971427 -5.57900000
1.52609931 -5.57160000
1.56248434 -5.56510000
1.56248434 -5.58310000
1.78092961 -5.58860000
1.99937489 -5.42740000
2.21782016 -5.44710000
2.43626544 -5.39620000
2.43626544 -5.59260000
2.65471071 -5.60440000
2.87315599 -5.44160000
3.09160126 -5.44540000
3.31004654 -5.41230000

0.00000000 -5.33850000
0.03151036 -5.34460000
0.06302072 -5.36080000
0.09453108 -5.38200000
0.12604144 -5.38570000
0.12604144 -5.38570000
0.14423396 -5.38460000
0.16242647 -5.38110000
0.18061899 -5.37550000
0.19881150 -5.36820000
0.19881150 -5.36820000
0.23519653 -5.38580000
0.27158156 -5.36700000
0.30796659 -5.34650000
0.34435162 -5.33850000
0.34435162 -5.33850000
0.56279689 -5.41140000
0.78124217 -5.43690000
0.99968744 -5.42900000
1.21813272 -5.47850000
1.21813272 -5.47850000
1.24964308 -5.47270000
1.28115344 -5.46010000
1.31266380 -5.46010000
1.34417416 -5.46010000
1.34417416 -5.46010000
1.36236667 -5.46010000
1.38055919 -5.46010000
1.39875170 -5.46010000
1.41694422 -5.46010000
1.41694422 -5.46010000
1.45332925 -5.46010000
1.48971427 -5.46010000
1.52609931 -5.47100000
1.56248434 -5.47850000
1.56248434 -5.46010000
1.78092961 -5.44800000
1.99937489 -5.42550000
2.21782016 -5.41620000
2.43626544 -5.38570000
2.43626544 -5.46010000
2.65471071 -5.42340000
2.87315599 -5.42010000
3.09160126 -5.40170000
3.31004654 -5.36820000

0.00000000 -5.30980000
0.03151036 -5.31410000
0.06302072 -5.32570000
0.09453108 -5.34080000
0.12604144 -5.34990000
0.12604144 -5.34990000
0.14423396 -5.35120000
0.16242647 -5.35490000
0.18061899 -5.36070000
0.19881150 -5.36820000
0.19881150 -5.36820000
0.23519653 -5.34990000
0.27158156 -5.33050000
0.30796659 -5.31540000
0.34435162 -5.30980000
0.34435162 -5.30980000
0.56279689 -5.32680000
0.78124217 -5.43670000
0.99968744 -5.42010000
1.21813272 -5.46010000
1.21813272 -5.46010000
1.24964308 -5.46010000
1.28115344 -5.45900000
1.31266380 -5.44410000
1.34417416 -5.43700000
1.34417416 -5.43700000
1.36236667 -5.43510000
1.38055919 -5.42970000
1.39875170 -5.42180000
1.41694422 -5.41250000
1.41694422 -5.41250000
1.45332925 -5.43270000
1.48971427 -5.45350000
1.52609931 -5.46010000
1.56248434 -5.46010000
1.56248434 -5.43700000
1.78092961 -5.40240000
1.99937489 -5.39440000
2.21782016 -5.38520000
2.43626544 -5.34990000
2.43626544 -5.41250000
2.65471071 -5.42330000
2.87315599 -5.38190000
3.09160126 -5.40170000
3.31004654 -5.36820000

0.00000000 -5.10530000
0.03151036 -5.10600000
0.06302072 -5.10780000
0.09453108 -5.10960000
0.12604144 -5.11040000
0.12604144 -5.11040000
0.14423396 -5.11100000
0.16242647 -5.11240000
0.18061899 -5.11360000
0.19881150 -5.11410000
0.19881150 -5.11410000
0.23519653 -5.11250000
0.27158156 -5.10910000
0.30796659 -5.10630000
0.34435162 -5.10530000
0.34435162 -5.10530000
0.56279689 -5.09860000
0.78124217 -5.38730000
0.99968744 -5.42010000
1.21813272 -5.46010000
1.21813272 -5.46010000
1.24964308 -5.42630000
1.28115344 -5.40550000
1.31266380 -5.40030000
1.34417416 -5.39300000
1.34417416 -5.39300000
1.36236667 -5.39290000
1.38055919 -5.39690000
1.39875170 -5.40380000
1.41694422 -5.41250000
1.41694422 -5.41250000
1.45332925 -5.40130000
1.48971427 -5.40450000
1.52609931 -5.41800000
1.56248434 -5.46010000
1.56248434 -5.39300000
1.78092961 -5.40130000
1.99937489 -5.36670000
2.21782016 -5.10310000
2.43626544 -5.11040000
2.43626544 -5.41250000
2.65471071 -5.40190000
2.87315599 -5.38180000
3.09160126 -5.10680000
3.31004654 -5.11410000

0.00000000 -5.10520000
0.03151036 -5.10120000
0.06302072 -5.09100000
0.09453108 -5.07920000
0.12604144 -5.07310000
0.12604144 -5.07310000
0.14423396 -5.07140000
0.16242647 -5.06710000
0.18061899 -5.06110000
0.19881150 -5.05450000
0.19881150 -5.05450000
0.23519653 -5.06970000
0.27158156 -5.08630000
0.30796659 -5.09990000
0.34435162 -5.10520000
0.34435162 -5.10520000
0.56279689 -5.09850000
0.78124217 -5.30910000
0.99968744 -5.36050000
1.21813272 -5.41060000
1.21813272 -5.41060000
1.24964308 -5.40920000
1.28115344 -5.39500000
1.31266380 -5.38220000
1.34417416 -5.39090000
1.34417416 -5.39090000
1.36236667 -5.39240000
1.38055919 -5.39260000
1.39875170 -5.39260000
1.41694422 -5.39270000
1.41694422 -5.39270000
1.45332925 -5.38670000
1.48971427 -5.39060000
1.52609931 -5.40880000
1.56248434 -5.41060000
1.56248434 -5.39090000
1.78092961 -5.37400000
1.99937489 -5.33990000
2.21782016 -5.06620000
2.43626544 -5.07310000
2.43626544 -5.39270000
2.65471071 -5.36050000
2.87315599 -5.29250000
3.09160126 -5.04790000
3.31004654 -5.05450000

0.00000000 -5.02140000
0.03151036 -5.02320000
0.06302072 -5.02830000
0.09453108 -5.03540000
0.12604144 -5.03970000
0.12604144 -5.03970000
0.14423396 -5.04070000
0.16242647 -5.04370000
0.18061899 -5.04840000
0.19881150 -5.05450000
0.19881150 -5.05450000
0.23519653 -5.04140000
0.27158156 -5.03070000
0.30796659 -5.02370000
0.34435162 -5.02140000
0.34435162 -5.02140000
0.56279689 -5.01460000
0.78124217 -5.07920000
0.99968744 -5.32560000
1.21813272 -5.41050000
1.21813272 -5.41050000
1.24964308 -5.40640000
1.28115344 -5.37030000
1.31266380 -5.37390000
1.34417416 -5.36520000
1.34417416 -5.36520000
1.36236667 -5.36450000
1.38055919 -5.36240000
1.39875170 -5.35830000
1.41694422 -5.35190000
1.41694422 -5.35190000
1.45332925 -5.36920000
1.48971427 -5.36810000
1.52609931 -5.40510000
1.56248434 -5.41050000
1.56248434 -5.36520000
1.78092961 -5.34570000
1.99937489 -5.24060000
2.21782016 -5.03480000
2.43626544 -5.03970000
2.43626544 -5.35190000
2.65471071 -5.36050000
2.87315599 -5.29230000
3.09160126 -5.04790000
3.31004654 -5.05450000

0.00000000 -5.02130000
0.03151036 -5.02090000
0.06302072 -5.01990000
0.09453108 -5.01910000
0.12604144 -5.01870000
0.12604144 -5.01870000
0.14423396 -5.01860000
0.16242647 -5.01830000
0.18061899 -5.01810000
0.19881150 -5.01800000
0.19881150 -5.01800000
0.23519653 -5.01840000
0.27158156 -5.01960000
0.30796659 -5.02080000
0.34435162 -5.02130000
0.34435162 -5.02130000
0.56279689 -5.01450000
0.78124217 -5.07910000
0.99968744 -5.32560000
1.21813272 -5.35170000
1.21813272 -5.35170000
1.24964308 -5.35500000
1.28115344 -5.36430000
1.31266380 -5.32390000
1.34417416 -5.33730000
1.34417416 -5.33730000
1.36236667 -5.33810000
1.38055919 -5.34070000
1.39875170 -5.34530000
1.41694422 -5.35190000
1.41694422 -5.35190000
1.45332925 -5.33300000
1.48971427 -5.35270000
1.52609931 -5.35610000
1.56248434 -5.35170000
1.56248434 -5.33730000
1.78092961 -5.32530000
1.99937489 -5.08400000
2.21782016 -5.01250000
2.43626544 -5.01870000
2.43626544 -5.35190000
2.65471071 -5.32530000
2.87315599 -5.09110000
3.09160126 -5.01570000
3.31004654 -5.01800000

0.00000000 -4.80160000
0.03151036 -4.80140000
0.06302072 -4.80140000
0.09453108 -4.80140000
0.12604144 -4.80140000
0.12604144 -4.80140000
0.14423396 -4.80150000
0.16242647 -4.80150000
0.18061899 -4.80150000
0.19881150 -4.80150000
0.19881150 -4.80150000
0.23519653 -4.80150000
0.27158156 -4.80150000
0.30796659 -4.80150000
0.34435162 -4.80160000
0.34435162 -4.80160000
0.56279689 -4.99760000
0.78124217 -5.07310000
0.99968744 -5.29080000
1.21813272 -5.28300000
1.21813272 -5.28300000
1.24964308 -5.28870000
1.28115344 -5.30400000
1.31266380 -5.31920000
1.34417416 -5.29350000
1.34417416 -5.29350000
1.36236667 -5.29010000
1.38055919 -5.28030000
1.39875170 -5.26550000
1.41694422 -5.24750000
1.41694422 -5.24750000
1.45332925 -5.29350000
1.48971427 -5.30980000
1.52609931 -5.29060000
1.56248434 -5.28300000
1.56248434 -5.29350000
1.78092961 -5.16950000
1.99937489 -5.05400000
2.21782016 -4.99600000
2.43626544 -4.80140000
2.43626544 -5.24750000
2.65471071 -5.12660000
2.87315599 -5.02940000
3.09160126 -4.99360000
3.31004654 -4.80150000

0.00000000 -4.80150000
0.03151036 -4.79480000
0.06302072 -4.77590000
0.09453108 -4.75000000
0.12604144 -4.73360000
0.12604144 -4.73360000
0.14423396 -4.73120000
0.16242647 -4.72870000
0.18061899 -4.72870000
0.19881150 -4.72880000
0.19881150 -4.72880000
0.23519653 -4.73350000
0.27158156 -4.76780000
0.30796659 -4.79250000
0.34435162 -4.80150000
0.34435162 -4.80150000
0.56279689 -4.99740000
0.78124217 -5.02120000
0.99968744 -5.06570000
1.21813272 -5.14250000
1.21813272 -5.14250000
1.24964308 -5.14860000
1.28115344 -5.16610000
1.31266380 -5.19150000
1.34417416 -5.20830000
1.34417416 -5.20830000
1.36236667 -5.21080000
1.38055919 -5.21830000
1.39875170 -5.23060000
1.41694422 -5.24740000
1.41694422 -5.24740000
1.45332925 -5.20830000
1.48971427 -5.17380000
1.52609931 -5.15060000
1.56248434 -5.14250000
1.56248434 -5.20830000
1.78092961 -5.09050000
1.99937489 -5.01460000
2.21782016 -4.92020000
2.43626544 -4.73360000
2.43626544 -5.24740000
2.65471071 -5.12650000
2.87315599 -5.02930000
3.09160126 -4.88010000
3.31004654 -4.72880000

0.00000000 -4.72820000
0.03151036 -4.72820000
0.06302072 -4.72840000
0.09453108 -4.72850000
0.12604144 -4.72860000
0.12604144 -4.72860000
0.14423396 -4.72860000
0.16242647 -4.72410000
0.18061899 -4.71260000
0.19881150 -4.69730000
0.19881150 -4.69730000
0.23519653 -4.72870000
0.27158156 -4.72850000
0.30796659 -4.72830000
0.34435162 -4.72820000
0.34435162 -4.72820000
0.56279689 -4.71690000
0.78124217 -5.02120000
0.99968744 -5.06560000
1.21813272 -5.14250000
1.21813272 -5.14250000
1.24964308 -5.14250000
1.28115344 -5.14250000
1.31266380 -5.14250000
1.34417416 -5.14250000
1.34417416 -5.14250000
1.36236667 -5.14250000
1.38055919 -5.14250000
1.39875170 -5.14250000
1.41694422 -5.14250000
1.41694422 -5.14250000
1.45332925 -5.14250000
1.48971427 -5.14250000
1.52609931 -5.14250000
1.56248434 -5.14250000
1.56248434 -5.14250000
1.78092961 -5.06130000
1.99937489 -5.00400000
2.21782016 -4.83590000
2.43626544 -4.72860000
2.43626544 -5.14250000
2.65471071 -5.06580000
2.87315599 -5.00520000
3.09160126 -4.88000000
3.31004654 -4.69730000

0.00000000 -4.72810000
0.03151036 -4.72470000
0.06302072 -4.71490000
0.09453108 -4.70160000
0.12604144 -4.69330000
0.12604144 -4.69330000
0.14423396 -4.69200000
0.16242647 -4.68840000
0.18061899 -4.68270000
0.19881150 -4.69720000
0.19881150 -4.69720000
0.23519653 -4.69300000
0.27158156 -4.71070000
0.30796659 -4.72350000
0.34435162 -4.72810000
0.34435162 -4.72810000
0.56279689 -4.71680000
0.78124217 -4.96990000
0.99968744 -5.02070000
1.21813272 -5.05030000
1.21813272 -5.05030000
1.24964308 -5.05090000
1.28115344 -5.05260000
1.31266380 -5.05410000
1.34417416 -5.05480000
1.34417416 -5.05480000
1.36236667 -5.05530000
1.38055919 -5.05650000
1.39875170 -5.05760000
1.41694422 -5.05800000
1.41694422 -5.05800000
1.45332925 -5.05660000
1.48971427 -5.05370000
1.52609931 -5.05120000
1.56248434 -5.05030000
1.56248434 -5.05480000
1.78092961 -5.03450000
1.99937489 -4.97810000
2.21782016 -4.71690000
2.43626544 -4.69330000
2.43626544 -5.05800000
2.65471071 -5.03240000
2.87315599 -4.97930000
3.09160126 -4.71700000
3.31004654 -4.69720000

0.00000000 -4.62040000
0.03151036 -4.62420000
0.06302072 -4.63460000
0.09453108 -4.64850000
0.12604144 -4.65730000
0.12604144 -4.65730000
0.14423396 -4.66020000
0.16242647 -4.66850000
0.18061899 -4.68120000
0.19881150 -4.67530000
0.19881150 -4.67530000
0.23519653 -4.65730000
0.27158156 -4.63900000
0.30796659 -4.62540000
0.34435162 -4.62040000
0.34435162 -4.62040000
0.56279689 -4.67720000
0.78124217 -4.96980000
0.99968744 -5.02070000
1.21813272 -5.05020000
1.21813272 -5.05020000
1.24964308 -5.04640000
1.28115344 -5.03630000
1.31266380 -5.02450000
1.34417416 -5.01820000
1.34417416 -5.01820000
1.36236667 -5.01670000
1.38055919 -5.01260000
1.39875170 -5.00690000
1.41694422 -5.00050000
1.41694422 -5.00050000
1.45332925 -5.01540000
1.48971427 -5.03180000
1.52609931 -5.04500000
1.56248434 -5.05020000
1.56248434 -5.01820000
1.78092961 -5.02580000
1.99937489 -4.85480000
2.21782016 -4.68150000
2.43626544 -4.65730000
2.43626544 -5.00050000
2.65471071 -5.00670000
2.87315599 -4.81910000
3.09160126 -4.66360000
3.31004654 -4.67530000

0.00000000 -4.51410000
0.03151036 -4.55050000
0.06302072 -4.59520000
0.09453108 -4.63600000
0.12604144 -4.65710000
0.12604144 -4.65710000
0.14423396 -4.65830000
0.16242647 -4.66200000
0.18061899 -4.66780000
0.19881150 -4.67520000
0.19881150 -4.67520000
0.23519653 -4.65720000
0.27158156 -4.60910000
0.30796659 -4.55740000
0.34435162 -4.51410000
0.34435162 -4.51410000
0.56279689 -4.65600000
0.78124217 -4.74230000
0.99968744 -4.97440000
1.21813272 -4.96660000
1.21813272 -4.96660000
1.24964308 -4.96850000
1.28115344 -4.97390000
1.31266380 -4.98150000
1.34417416 -4.98600000
1.34417416 -4.98600000
1.36236667 -4.98700000
1.38055919 -4.98990000
1.39875170 -4.99450000
1.41694422 -5.00040000
1.41694422 -5.00040000
1.45332925 -4.98740000
1.48971427 -4.97640000
1.52609931 -4.96910000
1.56248434 -4.96660000
1.56248434 -4.98600000
1.78092961 -4.98740000
1.99937489 -4.78970000
2.21782016 -4.65700000
2.43626544 -4.65710000
2.43626544 -5.00040000
2.65471071 -5.00670000
2.87315599 -4.81910000
3.09160126 -4.66350000
3.31004654 -4.67520000

0.00000000 -4.51410000
0.03151036 -4.51410000
0.06302072 -4.51410000
0.09453108 -4.51410000
0.12604144 -4.51410000
0.12604144 -4.51410000
0.14423396 -4.51410000
0.16242647 -4.51410000
0.18061899 -4.51410000
0.19881150 -4.51410000
0.19881150 -4.51410000
0.23519653 -4.51410000
0.27158156 -4.51410000
0.30796659 -4.51410000
0.34435162 -4.51410000
0.34435162 -4.51410000
0.56279689 -4.65600000
0.78124217 -4.74220000
0.99968744 -4.97420000
1.21813272 -4.96650000
1.21813272 -4.96650000
1.24964308 -4.96620000
1.28115344 -4.96550000
1.31266380 -4.96480000
1.34417416 -4.96460000
1.34417416 -4.96460000
1.36236667 -4.96450000
1.38055919 -4.96430000
1.39875170 -4.96410000
1.41694422 -4.96400000
1.41694422 -4.96400000
1.45332925 -4.96430000
1.48971427 -4.96520000
1.52609931 -4.96620000
1.56248434 -4.96650000
1.56248434 -4.96460000
1.78092961 -4.97070000
1.99937489 -4.74220000
2.21782016 -4.64500000
2.43626544 -4.51410000
2.43626544 -4.96400000
2.65471071 -4.96760000
2.87315599 -4.74240000
3.09160126 -4.65650000
3.31004654 -4.51410000

0.00000000 -4.49530000
0.03151036 -4.46170000
0.06302072 -4.42480000
0.09453108 -4.42210000
0.12604144 -4.42120000
0.12604144 -4.42120000
0.14423396 -4.42100000
0.16242647 -4.42060000
0.18061899 -4.41990000
0.19881150 -4.41930000
0.19881150 -4.41930000
0.23519653 -4.42110000
0.27158156 -4.42320000
0.30796659 -4.45570000
0.34435162 -4.49530000
0.34435162 -4.49530000
0.56279689 -4.60910000
0.78124217 -4.68660000
0.99968744 -4.65680000
1.21813272 -4.64380000
1.21813272 -4.64380000
1.24964308 -4.64380000
1.28115344 -4.64390000
1.31266380 -4.64400000
1.34417416 -4.64410000
1.34417416 -4.64410000
1.36236667 -4.64410000
1.38055919 -4.64420000
1.39875170 -4.64420000
1.41694422 -4.64430000
1.41694422 -4.64430000
1.45332925 -4.64420000
1.48971427 -4.64400000
1.52609931 -4.64390000
1.56248434 -4.64380000
1.56248434 -4.64410000
1.78092961 -4.65700000
1.99937489 -4.68680000
2.21782016 -4.52690000
2.43626544 -4.42120000
2.43626544 -4.64430000
2.65471071 -4.65720000
2.87315599 -4.68670000
3.09160126 -4.49890000
3.31004654 -4.41930000

0.00000000 -4.42560000
0.03151036 -4.42510000
0.06302072 -4.42370000
0.09453108 -4.41680000
0.12604144 -4.41740000
0.12604144 -4.41740000
0.14423396 -4.41750000
0.16242647 -4.41790000
0.18061899 -4.41850000
0.19881150 -4.41900000
0.19881150 -4.41900000
0.23519653 -4.41750000
0.27158156 -4.41620000
0.30796659 -4.42490000
0.34435162 -4.42560000
0.34435162 -4.42560000
0.56279689 -4.44060000
0.78124217 -4.68650000
0.99968744 -4.65670000
1.21813272 -4.64370000
1.21813272 -4.64370000
1.24964308 -4.64040000
1.28115344 -4.63100000
1.31266380 -4.61840000
1.34417416 -4.61620000
1.34417416 -4.61620000
1.36236667 -4.61620000
1.38055919 -4.61620000
1.39875170 -4.61620000
1.41694422 -4.61620000
1.41694422 -4.61620000
1.45332925 -4.61620000
1.48971427 -4.62710000
1.52609931 -4.63930000
1.56248434 -4.64370000
1.56248434 -4.61620000
1.78092961 -4.62320000
1.99937489 -4.65230000
2.21782016 -4.47630000
2.43626544 -4.41740000
2.43626544 -4.61620000
2.65471071 -4.60610000
2.87315599 -4.63500000
3.09160126 -4.49880000
3.31004654 -4.41900000

0.00000000 -4.41540000
0.03151036 -4.41560000
0.06302072 -4.41600000
0.09453108 -4.41470000
0.12604144 -4.41460000
0.12604144 -4.41460000
0.14423396 -4.41460000
0.16242647 -4.41460000
0.18061899 -4.41460000
0.19881150 -4.41460000
0.19881150 -4.41460000
0.23519653 -4.41460000
0.27158156 -4.41490000
0.30796659 -4.41560000
0.34435162 -4.41540000
0.34435162 -4.41540000
0.56279689 -4.44060000
0.78124217 -4.58150000
0.99968744 -4.55380000
1.21813272 -4.61630000
1.21813272 -4.61630000
1.24964308 -4.61620000
1.28115344 -4.61620000
1.31266380 -4.61620000
1.34417416 -4.61050000
1.34417416 -4.61050000
1.36236667 -4.60930000
1.38055919 -4.60590000
1.39875170 -4.60170000
1.41694422 -4.59900000
1.41694422 -4.59900000
1.45332925 -4.61030000
1.48971427 -4.61620000
1.52609931 -4.61620000
1.56248434 -4.61630000
1.56248434 -4.61050000
1.78092961 -4.58880000
1.99937489 -4.61730000
2.21782016 -4.44050000
2.43626544 -4.41460000
2.43626544 -4.59900000
2.65471071 -4.60600000
2.87315599 -4.63480000
3.09160126 -4.44040000
3.31004654 -4.41460000

0.00000000 -4.41520000
0.03151036 -4.41510000
0.06302072 -4.41490000
0.09453108 -4.39490000
0.12604144 -4.38070000
0.12604144 -4.38070000
0.14423396 -4.37880000
0.16242647 -4.37350000
0.18061899 -4.36570000
0.19881150 -4.35640000
0.19881150 -4.35640000
0.23519653 -4.38070000
0.27158156 -4.41430000
0.30796659 -4.41510000
0.34435162 -4.41520000
0.34435162 -4.41520000
0.56279689 -4.41690000
0.78124217 -4.39680000
0.99968744 -4.49010000
1.21813272 -4.61620000
1.21813272 -4.61620000
1.24964308 -4.61520000
1.28115344 -4.61230000
1.31266380 -4.60810000
1.34417416 -4.60530000
1.34417416 -4.60530000
1.36236667 -4.60490000
1.38055919 -4.60370000
1.39875170 -4.60040000
1.41694422 -4.59890000
1.41694422 -4.59890000
1.45332925 -4.60530000
1.48971427 -4.61100000
1.52609931 -4.61490000
1.56248434 -4.61620000
1.56248434 -4.60530000
1.78092961 -4.49010000
1.99937489 -4.39290000
2.21782016 -4.41260000
2.43626544 -4.38070000
2.43626544 -4.59890000
2.65471071 -4.49010000
2.87315599 -4.39120000
3.09160126 -4.41070000
3.31004654 -4.35640000

0.00000000 -4.30600000
0.03151036 -4.30880000
0.06302072 -4.31680000
0.09453108 -4.32870000
0.12604144 -4.33680000
0.12604144 -4.33680000
0.14423396 -4.33810000
0.16242647 -4.34170000
0.18061899 -4.34780000
0.19881150 -4.35630000
0.19881150 -4.35630000
0.23519653 -4.33680000
0.27158156 -4.32030000
0.30796659 -4.30970000
0.34435162 -4.30600000
0.34435162 -4.30600000
0.56279689 -4.40690000
0.78124217 -4.38790000
0.99968744 -4.49010000
1.21813272 -4.57570000
1.21813272 -4.57570000
1.24964308 -4.57750000
1.28115344 -4.58240000
1.31266380 -4.58850000
1.34417416 -4.59200000
1.34417416 -4.59200000
1.36236667 -4.59250000
1.38055919 -4.59390000
1.39875170 -4.59620000
1.41694422 -4.59340000
1.41694422 -4.59340000
1.45332925 -4.59200000
1.48971427 -4.58430000
1.52609931 -4.57810000
1.56248434 -4.57570000
1.56248434 -4.59200000
1.78092961 -4.47620000
1.99937489 -4.38950000
2.21782016 -4.40900000
2.43626544 -4.33680000
2.43626544 -4.59340000
2.65471071 -4.46830000
2.87315599 -4.39100000
3.09160126 -4.41050000
3.31004654 -4.35630000

0.00000000 -4.30600000
0.03151036 -4.30590000
0.06302072 -4.30590000
0.09453108 -4.30590000
0.12604144 -4.30590000
0.12604144 -4.30590000
0.14423396 -4.30590000
0.16242647 -4.30600000
0.18061899 -4.30600000
0.19881150 -4.30600000
0.19881150 -4.30600000
0.23519653 -4.30600000
0.27158156 -4.30600000
0.30796659 -4.30600000
0.34435162 -4.30600000
0.34435162 -4.30600000
0.56279689 -4.40670000
0.78124217 -4.38770000
0.99968744 -4.43960000
1.21813272 -4.54120000
1.21813272 -4.54120000
1.24964308 -4.54480000
1.28115344 -4.55470000
1.31266380 -4.56800000
1.34417416 -4.57610000
1.34417416 -4.57610000
1.36236667 -4.57730000
1.38055919 -4.58080000
1.39875170 -4.58620000
1.41694422 -4.59330000
1.41694422 -4.59330000
1.45332925 -4.57620000
1.48971427 -4.55890000
1.52609931 -4.54600000
1.56248434 -4.54120000
1.56248434 -4.57610000
1.78092961 -4.45950000
1.99937489 -4.38710000
2.21782016 -4.40630000
2.43626544 -4.30590000
2.43626544 -4.59330000
2.65471071 -4.46820000
2.87315599 -4.38710000
3.09160126 -4.40620000
3.31004654 -4.30600000

0.00000000 -3.85200000
0.03151036 -3.85190000
0.06302072 -3.85190000
0.09453108 -3.85190000
0.12604144 -3.85190000
0.12604144 -3.85190000
0.14423396 -3.85190000
0.16242647 -3.85190000
0.18061899 -3.85200000
0.19881150 -3.85200000
0.19881150 -3.85200000
0.23519653 -3.85200000
0.27158156 -3.85190000
0.30796659 -3.85190000
0.34435162 -3.85200000
0.34435162 -3.85200000
0.56279689 -3.84290000
0.78124217 -4.16420000
0.99968744 -4.37680000
1.21813272 -4.36830000
1.21813272 -4.36830000
1.24964308 -4.36790000
1.28115344 -4.36680000
1.31266380 -4.36550000
1.34417416 -4.36470000
1.34417416 -4.36470000
1.36236667 -4.36460000
1.38055919 -4.36420000
1.39875170 -4.36360000
1.41694422 -4.36320000
1.41694422 -4.36320000
1.45332925 -4.36460000
1.48971427 -4.36640000
1.52609931 -4.36780000
1.56248434 -4.36830000
1.56248434 -4.36470000
1.78092961 -4.37310000
1.99937489 -4.16410000
2.21782016 -3.84280000
2.43626544 -3.85190000
2.43626544 -4.36320000
2.65471071 -4.37150000
2.87315599 -4.16410000
3.09160126 -3.84290000
3.31004654 -3.85200000

0.00000000 -3.85190000
0.03151036 -3.85020000
0.06302072 -3.84540000
0.09453108 -3.83900000
0.12604144 -3.83510000
0.12604144 -3.83510000
0.14423396 -3.83450000
0.16242647 -3.83280000
0.18061899 -3.83020000
0.19881150 -3.82680000
0.19881150 -3.82680000
0.23519653 -3.83490000
0.27158156 -3.84330000
0.30796659 -3.84960000
0.34435162 -3.85190000
0.34435162 -3.85190000
0.56279689 -3.84270000
0.78124217 -4.16410000
0.99968744 -4.36850000
1.21813272 -4.36040000
1.21813272 -4.36040000
1.24964308 -4.36050000
1.28115344 -4.36080000
1.31266380 -4.36130000
1.34417416 -4.36170000
1.34417416 -4.36170000
1.36236667 -4.36180000
1.38055919 -4.36210000
1.39875170 -4.36250000
1.41694422 -4.36290000
1.41694422 -4.36290000
1.45332925 -4.36170000
1.48971427 -4.36090000
1.52609931 -4.36050000
1.56248434 -4.36040000
1.56248434 -4.36170000
1.78092961 -4.36990000
1.99937489 -4.14330000
2.21782016 -3.82610000
2.43626544 -3.83510000
2.43626544 -4.36290000
2.65471071 -4.37120000
2.87315599 -4.13180000
3.09160126 -3.81790000
3.31004654 -3.82680000

0.00000000 -3.80340000
0.03151036 -3.80490000
0.06302072 -3.80920000
0.09453108 -3.81500000
0.12604144 -3.81870000
0.12604144 -3.81870000
0.14423396 -3.81920000
0.16242647 -3.82080000
0.18061899 -3.82330000
0.19881150 -3.82670000
0.19881150 -3.82670000
0.23519653 -3.81880000
0.27158156 -3.81100000
0.30796659 -3.80540000
0.34435162 -3.80340000
0.34435162 -3.80340000
0.56279689 -3.79460000
0.78124217 -4.09240000
0.99968744 -4.36830000
1.21813272 -4.36020000
1.21813272 -4.36020000
1.24964308 -4.36010000
1.28115344 -4.35990000
1.31266380 -4.35970000
1.34417416 -4.35970000
1.34417416 -4.35970000
1.36236667 -4.35960000
1.38055919 -4.35960000
1.39875170 -4.35960000
1.41694422 -4.35960000
1.41694422 -4.35960000
1.45332925 -4.35960000
1.48971427 -4.35990000
1.52609931 -4.36010000
